,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
384,NeerajSVerma,,"Pune, India",163,2,149,0,@ShashiTharoor @narendramodi Now you will get a call...be ready,[]
385,raj2jas,Retired army officer. Blog MAD Make a difference and a CJ.,Lucknow,2523,2739,48836,0,@ettirankandath @_YogendraYadav @narendramodi @RaghuramanMenon @SanggitaT @preadi Blood parasite &amp; filth spreader. Discredited fully but desperately trying to be relevant,[]
386,goutampurnima,"I m so simple boy in the whole world nd love good things,
RSS is social work","Agartala, India",319,18,149,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
387,KunalMehta1985,Indian first,,281,125,2010,0,@MSEDCL @DharakUdesh @vishalkarthik25 @pinks4luv @cooldeepak10 @sethu_12325 @67gsdh @sachin_samant @cebhandup @AherSatish @YogeshJ304 @twJayknaik @KunchikarveR @nileshdalvi007 @SaliVishal @maheshkorade200 @madhuripandya @WeArePanvel @CMDMSEDCL @CMOMaharashtra @OfficeofUT @NitinRaut_INC @ithakurprashant @SmartPanvel @PMOIndia @jagograhakjago @Dev_Fadnavis @sudhirchaudhary @indiatvnews @narendramodi @sdo0329 @PoojaB1972 @ParthJindal11 @vickyyss069 @MinistryofPower @eepanvelu @RajThackeray @SeBhandup @sevashi @JMD_KONKAN @CollectorRaigad @LiveKokan @InfoRaigad @priyankagandhi @RahulGandhi @rhkp89 @mayurtenya @sanjayfadnavis1 Its been few days since this message and am waiting for this call,[]
388,Sapna800931,जय श्री राम 🙏😍,,622,1394,22514,126,"Today I had the opportunity to interact with Dr. M.M Anand, Chairman, Anand Group of Colleges and his son Shaurya Anand. We had an intellectual discussion on National Policy on Education launched by Hon'ble @narendramodi ji and also on modernizing the education sector in Punjab. https://t.co/3pCovZyZZb",[]
389,Avnithakur56,,"Uttar Pradesh, India",275,193,10143,136,"PM Shri @narendramodi ji's government is dedicated to the interest of farmers.

More than 1 crore farmers across the country got Rs 1.42 lakh crore from the purchase of paddy at MSP.

#AatmaNirbharKrishi https://t.co/rxZmkPVek0",[]
390,AlokRou50955078,"Proud to be a follower of Hindu Religion ,,,",,226,58,2741,18,"What has happened since @narendramodi came to power 

1. Middlemen/ Dalaal have disappeared. 

2. Scams have disappeared. 

3. Bomb Attacks across India stopped. 

4. Indian Mujahideen inactive or dead. 

5. Countless Nationalist Social Media channels, books getting prominence.",[]
391,thiru_neeru,"Passionate traveller with interests in Temples, Architecture and Monuments. All pics are my own, share with credits but don’t edit plz 🙏 #thiruneeru",,194,1680,15392,299,"We are seeing the very popular &amp; impactful scheme of our Hon PM Shri @narendramodi avl - Sukanya Samriddhi Scheme - being gifted by people nowadays

In Kanyakumari, Mandiakadu Temple function yday, the organizers had gifted this life changing scheme to many young girl children. https://t.co/4OgDZpUfDj",[]
392,autosohanlal,Social worker,"New Delhi, India",1326,1002,11733,38,"Congratulations to all @BJP4Assam Karyakartas for massive win in #MunicipalElections.

This is result of efficient leadership, decisive policies &amp; hardwork of Sh. @himantabiswa Ji.

This mirrors people's faith in Hon PM @narendramodi Ji's vision of development of North-East. https://t.co/C1gGBOWiqG",['MunicipalElections']
393,VinodPanditShud,"प्रचार मंत्री जिला केशव पुरम दिल्ली प्रदेश भाजपा
मंत्री विश्व ब्राह्मण संघ दिल्ली प्रदेश
पूर्व अध्यक्ष युवा मोर्चा बाढ़ नंबर 64
पूर्व मंत्री युवा मोर्चा जिला के","Delhi, India",1701,790,104024,2762,Today’s youth belongs to a generation that has infinite opportunities! https://t.co/dBfef2qB3j,[]
394,SardaSsrian,"SSRian by choice💕💛 ✍️📖🔭

Sushant is not away,
He walks beside me everyday,
Unseen, unheard,  always near ,in my 💓 Heart @itsssr
Mera pechan I'm a SSRIAN🦋",India,3852,2704,61281,10,"SSR Man Of Principles✌️😊💝
JUSTICE ⚖️⚖️⚖️
@PMOIndia @narendramodi @AmitShah @JPNadda https://t.co/21kzmcQQBY",[]
395,ParveenKader,Books & Authors Bollywood and Celebrities Entertainment Food Government and Politics Hindi Music News Politicians and Pol Parties,"Versova, Mumbai",544,3037,83129,0,@Adil_INC_ @MrsYNV @dennisckurian @dranupmodgil @IdrisAhmad_47 @VazeIndian @Faiz_INC I challenge @BJP4India @narendramodi to win a single election using ballot papers. If the @ECISVEEP ignores the videos released by @yadavakhilesh then there is no need to waste money on elections anymore.,[]
396,and_invention,"कभी भी शॉर्टकट का रास्ता व्यक्ति को जीवन में सफल नहीं बना सकता।

जीवन में अगर सफल बनना है तो हमें संघर्ष का रास्ता हमेशा चुनना चाहिए।

Yogiji",,44,107,14745,0,@annamalai_k @narendramodi Good initiative.. Instead of giving gifts put money in Sukanya Samridhi account.,[]
397,MahidulAlamMal1,,,408,199,428,2,"Which leader will you vote for in 2024? #DidiForPM  

#mamatabanerjee #godimedia #trinamool #khelahobe #aitc #modi #didi #womeninpolitics #narendramodi #modiji #vote #election https://t.co/18uW4K8OED","['DidiForPM', 'mamatabanerjee', 'godimedia', 'trinamool', 'khelahobe', 'aitc', 'modi', 'didi']"
398,SamiBaig80,Liberty and humanity must co-exist. Retweet not an endorsement.,भारत,453,432,8253,0,"@SinghSahiba @PMOIndia @narendramodi @AmitShahOffice @realsiff @jaidutt1 @SIFF_HRW @UN @UNHumanRights @UNinIndia @unwomenindia @NCWIndia @sharmarekha @smritiirani What's more real than reported stats and facts that endorse ongoing atrocities on Men due to biased judicial system. Having the judiciary, state machinery and the provisions of law all in favour of women I don't understand what more you want?

#FalseCaseDay
#MaleGenocide https://t.co/4bVwePt6Gs","['FalseCaseDay', 'MaleGenocide']"
399,VinodPanditShud,"प्रचार मंत्री जिला केशव पुरम दिल्ली प्रदेश भाजपा
मंत्री विश्व ब्राह्मण संघ दिल्ली प्रदेश
पूर्व अध्यक्ष युवा मोर्चा बाढ़ नंबर 64
पूर्व मंत्री युवा मोर्चा जिला के","Delhi, India",1701,790,104024,2627,India’s reform trajectory is driven by faith in our Yuva Shakti and their innovative zeal. https://t.co/1KogZNkGWI,[]
400,Surilabandhu1,Hindu And Indian.,,186,82,16139,35,"Do you know any country which has stringent effective updated laws but suffering from massive

corruption crime casteism communalism conversion poverty illiteracy unemployment maoism naxalism malnutrition seperatism radicalism linguism regionalism fundamentalism @narendramodi",[]
401,muktakanotra1,love my country,,89,625,208667,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
402,serfulmondal2,,,1423,952,3512,1,"Need we say more? #DidiForPM  

#India #Politics #MamataBanerjee #khelahobe #modiji #narendramodi #election #trinamool #didi #FAM4TMC https://t.co/OxXPyCALfI","['DidiForPM', 'India', 'Politics', 'MamataBanerjee', 'khelahobe', 'modiji', 'narendramodi', 'election', 'trinamool']"
403,VinodPanditShud,"प्रचार मंत्री जिला केशव पुरम दिल्ली प्रदेश भाजपा
मंत्री विश्व ब्राह्मण संघ दिल्ली प्रदेश
पूर्व अध्यक्ष युवा मोर्चा बाढ़ नंबर 64
पूर्व मंत्री युवा मोर्चा जिला के","Delhi, India",1701,790,104024,2236,Here is how the Government of India is addressing the challenges our urban centres face. https://t.co/hvommq4MuF,[]
404,VikramKishore18,Pakka deshbhakt,,162,24,270,19,An apt explanation of the deep spiritual connect of @NarendraModi Ji with Sikhism. The video also highlights the special national and international level celebrations done on 550th Parkash Purab of Sri Guru Nanak Dev Ji by Govt of India https://t.co/WV9kPttFVl,[]
405,MahidulAlamMal1,,,408,199,428,2,"Need we say more? #DidiForPM  

#India #Politics #MamataBanerjee #khelahobe #modiji #narendramodi #election #trinamool #didi https://t.co/6NPoPIAvj7","['DidiForPM', 'India', 'Politics', 'MamataBanerjee', 'khelahobe', 'modiji', 'narendramodi', 'election', 'trinamool']"
406,VinodPanditShud,"प्रचार मंत्री जिला केशव पुरम दिल्ली प्रदेश भाजपा
मंत्री विश्व ब्राह्मण संघ दिल्ली प्रदेश
पूर्व अध्यक्ष युवा मोर्चा बाढ़ नंबर 64
पूर्व मंत्री युवा मोर्चा जिला के","Delhi, India",1701,790,104024,2314,India is getting increasingly urbanised and one of the key pillars of urban development is having a proper network of mass transportation systems. https://t.co/vUiy8XpPOA,[]
407,mahen97564961,Jai hind,,394,177,6338,126,"Today I had the opportunity to interact with Dr. M.M Anand, Chairman, Anand Group of Colleges and his son Shaurya Anand. We had an intellectual discussion on National Policy on Education launched by Hon'ble @narendramodi ji and also on modernizing the education sector in Punjab. https://t.co/3pCovZyZZb",[]
408,AshuGautamTweet,,"Chandigarh, India",23,1,22,0,High time to@implement DETOUR FACILITY ON NH roads. People should be made aware few kms back to take alternate routes by flashing messages on phone or on highway led boards @narendramodi @cmohry @OfficeOfNG @nitin_gadkari @nitin_gadkari @BJP4Haryana,[]
409,PankajS10665361,,,173,10,1590,0,@himantabiswa @narendramodi Help me cm sir plzz 6909636967 call me help me https://t.co/IKMwlaWLQH,[]
410,AmolAShinde,"Ambedkarite, Farmer, Entrepreneur"," Pune, भारत That is INDIA",97,1439,58371,108,"Will Mr. Devendra Fadnavis reply why the Prime Minister keeps on visiting Mr. Sharadchandra Pawar's home if you connect his party with Dawood Ibrahim?

@Dev_Fadnavis @narendramodi",[]
411,Govi52,,Bangalore,18,82,54925,39,"#AssamMunicipalElections2022
Hon’ble CM Dr.Himanta Biswa Sarma’s Assembly Constituency's North Guwahati's all wards won by BJP! 100% Strike Rate 💥
This shows the level of #Trust and #Love the people of Assam has for HCM Dr @himantabiswa ji 

@narendramodi @BJP4India @Swamy39",['AssamMunicipalElections2022']
412,sulabh_advait,हर कदम ईमानदारी से,"Kanpur, India",15,907,213267,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
413,RakeshO46713342,राष्ट्रहित सर्वोपरि,,2696,1849,45924,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
414,KalSeTeraNaam_,Ph.D. in Islamic Studies. Obese. Parody. Apostate. MQM. Secular. Leftist. Liberal. Namaazi. Like/RT Not Endorsements. #FAKE,Pakistan,971,738,7867,0,"@AmitLeliSlayer @MODIfiedVikas @narendramodi @MODIfiedVikas come brother, accept Islam",[]
415,Prem_Singh143,"ब्राह्मण हिंदुत्व की आत्मा है तो क्षत्रिय हिंदुत्व का बल!
वेेैश्य हिंदुत्व का वैभव है तो दलित हिंदुत्व का स्वाभिमान!!
धर्मो रक्षति रक्षितः 🙏🚩 जय श्री राम",🇮🇳 हिन्दुस्थान 🚩,6155,6826,5401,35,"Do you know any country which has stringent effective updated laws but suffering from massive

corruption crime casteism communalism conversion poverty illiteracy unemployment maoism naxalism malnutrition seperatism radicalism linguism regionalism fundamentalism @narendramodi",[]
416,RYK_9,"वैद्य, ವೈದ್ಯ, Healthpreneur, ಕನ್ನಡಿಗ, NaMo, Sanghoid, GREEN, Gooner, To be a Hindu in a #HinduRashtra, Dismantling Hindu inferiority complex & slave mentality","in your heid, ",1016,915,32583,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
417,AdvSahilGoswam1,Nationalist to the core..राष्ट्रहित सर्वोपरि….,,588,10,199,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
418,MahidulAlamMal1,,,408,199,428,1,"Which leader will you vote for in 2024? #DidiForPM  

#mamatabanerjee #godimedia #trinamool #khelahobe #aitc #modi #didi #womeninpolitics #narendramodi #modiji #vote #election #FAM4TMC https://t.co/XPu8sUDhsE","['DidiForPM', 'mamatabanerjee', 'godimedia', 'trinamool', 'khelahobe', 'aitc', 'modi']"
419,AjayGir19429661,,"Ranchi, India",176,392,36262,154,"The results of Assam municipal elections clearly underlines the unwavering faith people have in Shri @narendramodi’s politics of development &amp; the good governance of the state BJP Govt led by CM Shri @himantabiswa.

Congratulations to Team @BJP4Assam for this stupendous victory. https://t.co/E6MSmbT9rd",[]
420,gai3rrathnam,,,18,44,4094,224,"#NayaBharat . 
Proud of my PM @narendramodi ji . https://t.co/SdAOCwP2RM",['NayaBharat']
421,MohamedAshikAl3,Belongs to Dravidian Stock!!,,37,9,261,0,@rcup5 @HarekrishnaRay9 @annamalai_k @narendramodi @arivalayam No buddy… Hindi isn’t an official language..,[]
422,KulbeerNegi25,"मेरा कर्म तू ही जाने क्या बुरा क्या भला नमो नमो जी शंकरा भोलेनाथ शंकरा
🕉🕉🕉🕉🕉🕉🕉❤🇮🇳","New Delhi, India",695,305,24269,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
423,dhirajmodi56697,Not think too much be happy and cool😊😊😊,"Assam, India",340,17,510,0,"@himantabiswa @BJP4Assam @narendramodi @JPNadda @BJP4India Hartiest Congratulations 
Sir",[]
424,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187365,0,"@Anurag_Office @ianuragthakur @narendramodi @MEAIndia @PMOIndia @MIB_India @DDNewslive @IndiainUkraine I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
425,sulabh_advait,हर कदम ईमानदारी से,"Kanpur, India",15,907,213267,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
426,priyadarshi108,"ET NOW Swadesh,Times Network. Ex-CNBC Awaaz, Zee Business. Views expressed r personal,  RTs are not endorsement",new delhi,1229,1005,4045,1,"Watch | Prime Minister #NarendraModi chairs a meeting to review the #COVID19 situation and public health response

@priyadarshi108 @narendramodi @PMOIndia @MoHFW_INDIA https://t.co/D3QwwqUHTB","['NarendraModi', 'COVID19']"
427,ibipinoza,"“कृतज्ञ हुँ मातृभूमि को"" state trade cell convener @bjp4gujarat,                     https://t.co/pX5xDfER2F",,292,2417,1742,0,Bjp will get 377 seats in Uttar Pradesh election in 2022 polls on 10 march. Credit goes to the @narendramodi &amp; @myogiadityanath @BJP4India,[]
428,Vignesh22365646,"unimaginable dreamer😇
chicken lover 🤤
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
Rajini fan.","Mysore, India",105,38,4823,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
429,hiranmoygarai2,"বর্ধমান উত্তর বিধানসভা অল ইন্ডিয়া তৃণমূল কংগ্রেস আইটি সেল
বর্ধমান- 1 তৃণমূল কংগ্রেস ছাত্র পরিষদ",,121,199,6226,1,"Need we say more? #DidiForPM  

#India #Politics #MamataBanerjee #khelahobe #modiji #narendramodi #election #trinamool #didi #FAM4TMC https://t.co/OxXPyCALfI","['DidiForPM', 'India', 'Politics', 'MamataBanerjee', 'khelahobe', 'modiji', 'narendramodi', 'election', 'trinamool', 'didi', 'FAM4TMC']"
430,Himansh33869350,Cool,,15,3,2,0,Watch #TheKashmirFiles on 11 march @vivekagnihotri @HarshYa38577003 @ya_dv_ankt @CHIRAGG95778735 @BadalBhatt16 @Aadii_Sawant @narendramodi,['TheKashmirFiles']
431,Sapna800931,जय श्री राम 🙏😍,,622,1394,22514,136,"PM Shri @narendramodi ji's government is dedicated to the interest of farmers.

More than 1 crore farmers across the country got Rs 1.42 lakh crore from the purchase of paddy at MSP.

#AatmaNirbharKrishi https://t.co/rxZmkPVek0",[]
432,vcmodi,,,94,208,110723,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
433,NIRMALB18263682,Student,,5,11,8413,130,The resounding victory of the @BJP4Assam in the recent Municipal Elections reflects the overwhelming support &amp; acceptance our people friendly government has &amp; the faith reposed in Hon’ble Prime Minister Sh @NarendraModi &amp; Hon’ble CM Sh @HimantaBiswa’s able leadership &amp; policies. https://t.co/PwDtEUxBY9,[]
434,gofailthenpass,"I am an extra in the scheme of the creator. I am a bubble in the ocean of reality. I am far from realising this. And that is the twist, in my being.","Hyderabad, India",1150,160,74228,694,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,[]
435,Its_Abhishek96,"#proud_indian
#cricket_fan_&_analyst😎  #electronis&communication engineer
#Jayhind 
#Vande_Mataram","Bhopal, India",936,48,5827,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
436,PNJoshiAMC,Entering Twitter again,,8,8,364,2,@PNJoshiAMC @harshkkapoor @natulbj2b @NaharAshok @its_pooja7 @sukanyaiyer2 @narendramodi @KunalVimal @IRBMishra @1less32 @K26s9v56 @RamLalRamgarh @itsShilpiS @Dhawan_Group @AureliaLeo5 @HighratedMaan @PumpkinPandey @PLCAUTO You can DM me. https://t.co/rSX3t2iBqi,[]
437,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187365,0,"@ianuragthakur @narendramodi I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
438,dkagarwal59,"India First.
Sanatan Dharm follower 
Huge Respect for those serving Humanity without any Agenda.",Bharatvarsh,1275,86,29960,33,Indian Prime Minister @narendramodi is chairing a meeting to review the COVID-19 situation in the country and public health response. https://t.co/xD9eU4zL6z,[]
439,VinayakH2016,Nation First🇮🇳||Entrepreneur||Ecological Solution to Sewage and IndustrialEffluent Treatment||Waterbodies&Rivers Restoration/Rejuvenation,"Bengaluru, India",1479,257,30334,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
440,mahen97564961,Jai hind,,394,177,6338,136,"PM Shri @narendramodi ji's government is dedicated to the interest of farmers.

More than 1 crore farmers across the country got Rs 1.42 lakh crore from the purchase of paddy at MSP.

#AatmaNirbharKrishi https://t.co/rxZmkPVek0",[]
441,iamcricdeep07,"Na sammaan ka mooh, na apmaan ka bhy.
 'धर्म एव हतो हन्ति धर्मो रक्षति रक्षित:' |
#ABVP", Bharat ,347,92,1674,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
442,rajeshbiyani,,,218,29,4332,0,@AparBharat @bouquet1416 That is why @narendramodi sirji has called him Guru in the politics,[]
443,sreejith_un,,,136,13,242,0,@ashtangayoga101 @ShashiTharoor @Sootradhar @narendramodi Dear auntyji... someone has to say that the king is naked...whilst the king asserts to his gullible subjects (andhbakhts) that he is wearing a very rare precious invisible gown...🙄🙄🙄,[]
444,ramnathjha7,"Former Advocate,NOW-Farmer,Thinktank,NATIONALIST, PROUD INDIAN & SPORTS MAN,   BHARAT MATA KI JAI .
Born on 26th September",HINDUSTHAN.,4956,4122,256237,154,"The results of Assam municipal elections clearly underlines the unwavering faith people have in Shri @narendramodi’s politics of development &amp; the good governance of the state BJP Govt led by CM Shri @himantabiswa.

Congratulations to Team @BJP4Assam for this stupendous victory. https://t.co/E6MSmbT9rd",[]
445,SBChennaivasi,Traveler. Businessman. Views r Personal. RT's r not endorsements.,,80,77,21580,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
446,and_invention,"कभी भी शॉर्टकट का रास्ता व्यक्ति को जीवन में सफल नहीं बना सकता।

जीवन में अगर सफल बनना है तो हमें संघर्ष का रास्ता हमेशा चुनना चाहिए।

Yogiji",,44,107,14745,299,"We are seeing the very popular &amp; impactful scheme of our Hon PM Shri @narendramodi avl - Sukanya Samriddhi Scheme - being gifted by people nowadays

In Kanyakumari, Mandiakadu Temple function yday, the organizers had gifted this life changing scheme to many young girl children. https://t.co/4OgDZpUfDj",[]
447,ItsSajiv,What's in Bio ? Still for Intro.. A Nationalist/Patriotic Indian.. Believe in Secularism as long as it's not used for fooling Public..,,655,7,1686,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
448,sid198521,Pharma!!Marketeer!!Indian,,1098,63,8209,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
449,CA_RahulG,,,204,4,630,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
450,iamsachinP,Student of life.,Junagadh,497,192,9156,4359,"Madam

For your kind info, I come from a land called Bharat where more than 90% of our Gods are Women. 

Attend some BJP meetings if time permits and especially the ones hosted by our Hon PM @narendramodi avl, it will relieve you of your misguided academic principles.

1/2 https://t.co/oEdKuYDQvk",[]
451,bhssMonika05,Cardiologist,"Mumbai, India",2,3,7350,268,"Pakistan's Asma Shafique thanks the Indian embassy in Kyiv and Prime Minister Shri @narendramodi for evacuating her from #Ukraine. #OperationGanga
 https://t.co/3qKu01DwaY",[]
452,gandhi_jg,"Cool, always trying to find something new, worried about being overweight but doing nothing to reduce. Learning to say no, where needed.",India,2037,999,99570,7,"#Bangladesh 🚨🚨

The Prime Minister Bangladesh🇧🇩 Hasina has thanked PM @narendramodi ji for rescuing 9 Bangladeshi nationals under mission Operation Ganga.

Cc. @albd1971",['Bangladesh']
453,MohamedAshikAl3,Belongs to Dravidian Stock!!,,37,9,261,0,@GoelRahul0599 @annamalai_k @Indumakalktchi @narendramodi @arivalayam I am not sure whether it is Haridwar or Rishikesh… apologise .. but Modi did that.. u can google it,[]
454,GaneshN57398294,,,2243,74,2198,299,"We are seeing the very popular &amp; impactful scheme of our Hon PM Shri @narendramodi avl - Sukanya Samriddhi Scheme - being gifted by people nowadays

In Kanyakumari, Mandiakadu Temple function yday, the organizers had gifted this life changing scheme to many young girl children. https://t.co/4OgDZpUfDj",[]
455,sunil_gupta1,Irrespective of the political/Religious affiliation Our  country and Humanity comes First.,Brentwood,3190,444,30959,2617,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
456,mahirajind,I love song,"Mumbai, India",343,377,32463,277,"The Union #Cabinet, under the leadership of PM Sh @NarendraModi, approves establishment of @WHO Global Centre for Traditional Medicine in India.

The WHO GCTM will be established in Jamnagar under the Ministry of AYUSH.
@moayush 
#CabinetDecisions

https://t.co/FpW1mM4CHR https://t.co/n7XHEw0Yc9",['Cabinet']
457,ANANDPR14507803,,"Uttar Pradesh, India",7,3,2,0,"#NarendraModi
#AkhileshYadav 
For the first time in my lifetime, I am witnessing the murder of democracy. My one request is our honorable Modi ji, do they want to increase the society or they want to make slave slaves so far back.","['NarendraModi', 'AkhileshYadav']"
458,offiakashgupta,- देश मेरा मैं देश के लिए . हर कदम हिन्दुराष्ट्र की ओर 🚩 Work At : Europa Tiles World Work At : R.S.S Work At : Team Anurag Thakur ( Goi ),"Chandigarh, India",27,431,66534,76,"A sneak peak into what happens when two Olympic champions decide to inspire young students to eat right and stay fit, taking the initiative of PM Sh @narendramodi forward in a school in Kangra, HP. 

Lessons from this master class will stay with these youngsters forever! https://t.co/kZxyehuMSa",[]
459,majakiyachora,पहला एकाउंट चामचो ने ola huber के पास भेज दिया! इसको स्पोर्ट करो |फॉलो करो दोस्तो 🤣,,17,7,109,0,@myogiadityanath @BJP4Assam @narendramodi @himantabiswa Future pm wising future hm,[]
460,abhijeetsingh11,,India,1542,990,4562,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
461,SrinubabuR,"Indian 🇮🇳 | Emids Technologies | Software Engineer/Developer | .NET, Angular | Loves Books, Technology, Music, Movies",Hyderabad,748,77,879,0,@elf_of_shiva_ @Voice_For_India @sambitswaraj @Indigen_Apsara @mariawirth1 @KapilMishra_IND @narendramodi @ChicagoVedanta I started following you post reading this. Awesome thread.,[]
462,cdrsuresh,RTs need not be endorsement of it.,Kochi,120,117,20274,70,"This is the reality of ECHS... Veterans are left fending for themselves as the Govt doesn't pay these empanelled hospitals. All the chest thumping for helping Veterans is just a sham!
@adgpi @DefenceMinIndia @rajnathsingh @narendramodi @PMOIndia @drajaykumar_ias @SpokespersonMoD https://t.co/N0vuwIV9mx",[]
463,PBarvaliy,🇮🇳🙏,,306,86,22057,175,"Stellar victory of @BJP4India in Assam Municipal polls where it has managed to bag 96.25% of total Boards (77 / 80) shows faith people of Assam have in Act East Policy of PM @narendramodi ji , dedication of party karyakartas under @JPNadda ji &amp; governance  under @himantabiswa ji https://t.co/CGSX3snZ6t",[]
